"IDENTIFIER","IDENTIFIERLANGUAGE","IDENTIFIERTYPE","IDENTIFIERTYPEIRI","IDENTIFIERTYPEVOCABULARY","MATERIALENTITYID"
"ZMA.V.PL.6322","","dwc:catalogNumber","","","https://doi.org/TEST/ZZP-F3F-RKC"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.CRUS.D.21947","","dwc:occurrenceID","","","https://doi.org/TEST/ZZP-E1M-7DS"
"RMNH.CRUS.D.21947@CRS","","dwca:ID","","","https://doi.org/TEST/ZZP-E1M-7DS"
"RMNH.CRUS.D.21947","","dwc:catalogNumber","","","https://doi.org/TEST/ZZP-E1M-7DS"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.INS.997110","","dwc:occurrenceID","","","https://doi.org/TEST/ZZP-5J9-EDE"
"RMNH.INS.997110@CRS","","dwca:ID","","","https://doi.org/TEST/ZZP-5J9-EDE"
"RMNH.INS.997110","","dwc:catalogNumber","","","https://doi.org/TEST/ZZP-5J9-EDE"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.CRUS.D.42410","","dwc:occurrenceID","","","https://doi.org/TEST/ZZP-384-P1V"
"RMNH.CRUS.D.42410@CRS","","dwca:ID","","","https://doi.org/TEST/ZZP-384-P1V"
"RMNH.CRUS.D.42410","","dwc:catalogNumber","","","https://doi.org/TEST/ZZP-384-P1V"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.INS.1281738","","dwc:occurrenceID","","","https://doi.org/TEST/ZZP-2V5-6M8"
"ZMA.INS.1281738@CRS","","dwca:ID","","","https://doi.org/TEST/ZZP-2V5-6M8"
"ZMA.INS.1281738","","dwc:catalogNumber","","","https://doi.org/TEST/ZZP-2V5-6M8"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.INS.1409798","","dwc:occurrenceID","","","https://doi.org/TEST/ZZP-0KR-F6F"
"RMNH.INS.1409798@CRS","","dwca:ID","","","https://doi.org/TEST/ZZP-0KR-F6F"
"RMNH.INS.1409798","","dwc:catalogNumber","","","https://doi.org/TEST/ZZP-0KR-F6F"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.INS.1094441","","dwc:occurrenceID","","","https://doi.org/TEST/ZZN-ZDG-T80"
"ZMA.INS.1094441@CRS","","dwca:ID","","","https://doi.org/TEST/ZZN-ZDG-T80"
"ZMA.INS.1094441","","dwc:catalogNumber","","","https://doi.org/TEST/ZZN-ZDG-T80"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.INS.1171080","","dwc:occurrenceID","","","https://doi.org/TEST/ZZN-Z7W-1WH"
"RMNH.INS.1171080@CRS","","dwca:ID","","","https://doi.org/TEST/ZZN-Z7W-1WH"
"RMNH.INS.1171080","","dwc:catalogNumber","","","https://doi.org/TEST/ZZN-Z7W-1WH"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.INS.946720","","dwc:occurrenceID","","","https://doi.org/TEST/ZZN-YAX-6RZ"
"ZMA.INS.946720@CRS","","dwca:ID","","","https://doi.org/TEST/ZZN-YAX-6RZ"
"ZMA.INS.946720","","dwc:catalogNumber","","","https://doi.org/TEST/ZZN-YAX-6RZ"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.INS.361178","","dwc:occurrenceID","","","https://doi.org/TEST/ZZN-TZ0-65L"
"RMNH.INS.361178@CRS","","dwca:ID","","","https://doi.org/TEST/ZZN-TZ0-65L"
"RMNH.INS.361178","","dwc:catalogNumber","","","https://doi.org/TEST/ZZN-TZ0-65L"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.INS.1042436","","dwc:occurrenceID","","","https://doi.org/TEST/ZZN-TKR-372"
"RMNH.INS.1042436@CRS","","dwca:ID","","","https://doi.org/TEST/ZZN-TKR-372"
"RMNH.INS.1042436","","dwc:catalogNumber","","","https://doi.org/TEST/ZZN-TKR-372"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.CRUS.D.19790","","dwc:occurrenceID","","","https://doi.org/TEST/ZZN-QJL-1Q7"
"RMNH.CRUS.D.19790@CRS","","dwca:ID","","","https://doi.org/TEST/ZZN-QJL-1Q7"
"RMNH.CRUS.D.19790","","dwc:catalogNumber","","","https://doi.org/TEST/ZZN-QJL-1Q7"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.INS.1360806","","dwc:occurrenceID","","","https://doi.org/TEST/ZZN-QA4-GMQ"
"ZMA.INS.1360806@CRS","","dwca:ID","","","https://doi.org/TEST/ZZN-QA4-GMQ"
"ZMA.INS.1360806","","dwc:catalogNumber","","","https://doi.org/TEST/ZZN-QA4-GMQ"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.CRUS.9229","","dwc:occurrenceID","","","https://doi.org/TEST/ZZN-PV2-VMV"
"RMNH.CRUS.9229@CRS","","dwca:ID","","","https://doi.org/TEST/ZZN-PV2-VMV"
"RMNH.CRUS.9229","","dwc:catalogNumber","","","https://doi.org/TEST/ZZN-PV2-VMV"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.INS.1352530","","dwc:occurrenceID","","","https://doi.org/TEST/ZZN-MNT-HW6"
"RMNH.INS.1352530@CRS","","dwca:ID","","","https://doi.org/TEST/ZZN-MNT-HW6"
"RMNH.INS.1352530","","dwc:catalogNumber","","","https://doi.org/TEST/ZZN-MNT-HW6"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.INS.1330161","","dwc:occurrenceID","","","https://doi.org/TEST/ZZN-M52-D9W"
"ZMA.INS.1330161@CRS","","dwca:ID","","","https://doi.org/TEST/ZZN-M52-D9W"
"ZMA.INS.1330161","","dwc:catalogNumber","","","https://doi.org/TEST/ZZN-M52-D9W"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.INS.1540715","","dwc:occurrenceID","","","https://doi.org/TEST/ZZN-JXR-NN4"
"ZMA.INS.1540715@CRS","","dwca:ID","","","https://doi.org/TEST/ZZN-JXR-NN4"
"ZMA.INS.1540715","","dwc:catalogNumber","","","https://doi.org/TEST/ZZN-JXR-NN4"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.INS.1206206","","dwc:occurrenceID","","","https://doi.org/TEST/ZZN-JAX-6YE"
"RMNH.INS.1206206@CRS","","dwca:ID","","","https://doi.org/TEST/ZZN-JAX-6YE"
"RMNH.INS.1206206","","dwc:catalogNumber","","","https://doi.org/TEST/ZZN-JAX-6YE"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.CRUS.D.30328","","dwc:occurrenceID","","","https://doi.org/TEST/ZZN-HE1-QN8"
"RMNH.CRUS.D.30328@CRS","","dwca:ID","","","https://doi.org/TEST/ZZN-HE1-QN8"
"RMNH.CRUS.D.30328","","dwc:catalogNumber","","","https://doi.org/TEST/ZZN-HE1-QN8"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.INS.1165556","","dwc:occurrenceID","","","https://doi.org/TEST/ZZN-H4F-CK2"
"ZMA.INS.1165556@CRS","","dwca:ID","","","https://doi.org/TEST/ZZN-H4F-CK2"
"ZMA.INS.1165556","","dwc:catalogNumber","","","https://doi.org/TEST/ZZN-H4F-CK2"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.INS.648787","","dwc:occurrenceID","","","https://doi.org/TEST/ZZN-CKM-LKG"
"RMNH.INS.648787@CRS","","dwca:ID","","","https://doi.org/TEST/ZZN-CKM-LKG"
"RMNH.INS.648787","","dwc:catalogNumber","","","https://doi.org/TEST/ZZN-CKM-LKG"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.INS.1117700","","dwc:occurrenceID","","","https://doi.org/TEST/ZZN-ASK-XCQ"
"ZMA.INS.1117700@CRS","","dwca:ID","","","https://doi.org/TEST/ZZN-ASK-XCQ"
"ZMA.INS.1117700","","dwc:catalogNumber","","","https://doi.org/TEST/ZZN-ASK-XCQ"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.CRUS.A.205769","","dwc:occurrenceID","","","https://doi.org/TEST/ZZN-6VX-M53"
"ZMA.CRUS.A.205769@CRS","","dwca:ID","","","https://doi.org/TEST/ZZN-6VX-M53"
"ZMA.CRUS.A.205769","","dwc:catalogNumber","","","https://doi.org/TEST/ZZN-6VX-M53"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.INS.1185087","","dwc:occurrenceID","","","https://doi.org/TEST/ZZN-6C8-BBE"
"ZMA.INS.1185087@CRS","","dwca:ID","","","https://doi.org/TEST/ZZN-6C8-BBE"
"ZMA.INS.1185087","","dwc:catalogNumber","","","https://doi.org/TEST/ZZN-6C8-BBE"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.INS.894466","","dwc:occurrenceID","","","https://doi.org/TEST/ZZN-67N-ZDK"
"RMNH.INS.894466@CRS","","dwca:ID","","","https://doi.org/TEST/ZZN-67N-ZDK"
"RMNH.INS.894466","","dwc:catalogNumber","","","https://doi.org/TEST/ZZN-67N-ZDK"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.INS.1525755","","dwc:occurrenceID","","","https://doi.org/TEST/ZZN-5ZC-AGY"
"ZMA.INS.1525755@CRS","","dwca:ID","","","https://doi.org/TEST/ZZN-5ZC-AGY"
"ZMA.INS.1525755","","dwc:catalogNumber","","","https://doi.org/TEST/ZZN-5ZC-AGY"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.INS.1062482","","dwc:occurrenceID","","","https://doi.org/TEST/ZZN-5KW-PF5"
"ZMA.INS.1062482@CRS","","dwca:ID","","","https://doi.org/TEST/ZZN-5KW-PF5"
"ZMA.INS.1062482","","dwc:catalogNumber","","","https://doi.org/TEST/ZZN-5KW-PF5"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.INS.1209741","","dwc:occurrenceID","","","https://doi.org/TEST/ZZN-4AS-VZA"
"ZMA.INS.1209741@CRS","","dwca:ID","","","https://doi.org/TEST/ZZN-4AS-VZA"
"ZMA.INS.1209741","","dwc:catalogNumber","","","https://doi.org/TEST/ZZN-4AS-VZA"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.INS.1216883","","dwc:occurrenceID","","","https://doi.org/TEST/ZZN-3FR-NA2"
"ZMA.INS.1216883@CRS","","dwca:ID","","","https://doi.org/TEST/ZZN-3FR-NA2"
"ZMA.INS.1216883","","dwc:catalogNumber","","","https://doi.org/TEST/ZZN-3FR-NA2"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.INS.1342265","","dwc:occurrenceID","","","https://doi.org/TEST/ZZN-2V8-1VG"
"RMNH.INS.1342265@CRS","","dwca:ID","","","https://doi.org/TEST/ZZN-2V8-1VG"
"RMNH.INS.1342265","","dwc:catalogNumber","","","https://doi.org/TEST/ZZN-2V8-1VG"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.INS.1281088","","dwc:occurrenceID","","","https://doi.org/TEST/ZZN-0TX-YCK"
"ZMA.INS.1281088@CRS","","dwca:ID","","","https://doi.org/TEST/ZZN-0TX-YCK"
"ZMA.INS.1281088","","dwc:catalogNumber","","","https://doi.org/TEST/ZZN-0TX-YCK"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.INS.311401","","dwc:occurrenceID","","","https://doi.org/TEST/ZZN-0SA-ALW"
"RMNH.INS.311401@CRS","","dwca:ID","","","https://doi.org/TEST/ZZN-0SA-ALW"
"RMNH.INS.311401","","dwc:catalogNumber","","","https://doi.org/TEST/ZZN-0SA-ALW"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.CRUS.I.778","","dwc:occurrenceID","","","https://doi.org/TEST/ZZM-XC3-J3L"
"RMNH.CRUS.I.778@CRS","","dwca:ID","","","https://doi.org/TEST/ZZM-XC3-J3L"
"RMNH.CRUS.I.778","","dwc:catalogNumber","","","https://doi.org/TEST/ZZM-XC3-J3L"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.INS.1209964","","dwc:occurrenceID","","","https://doi.org/TEST/ZZM-WYX-KJX"
"ZMA.INS.1209964@CRS","","dwca:ID","","","https://doi.org/TEST/ZZM-WYX-KJX"
"ZMA.INS.1209964","","dwc:catalogNumber","","","https://doi.org/TEST/ZZM-WYX-KJX"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.INS.1410727","","dwc:occurrenceID","","","https://doi.org/TEST/ZZM-WCB-R1D"
"RMNH.INS.1410727@CRS","","dwca:ID","","","https://doi.org/TEST/ZZM-WCB-R1D"
"RMNH.INS.1410727","","dwc:catalogNumber","","","https://doi.org/TEST/ZZM-WCB-R1D"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.INS.1104908","","dwc:occurrenceID","","","https://doi.org/TEST/ZZM-VNB-N7F"
"ZMA.INS.1104908@CRS","","dwca:ID","","","https://doi.org/TEST/ZZM-VNB-N7F"
"ZMA.INS.1104908","","dwc:catalogNumber","","","https://doi.org/TEST/ZZM-VNB-N7F"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.INS.606069","","dwc:occurrenceID","","","https://doi.org/TEST/ZZM-V70-WGG"
"ZMA.INS.606069@CRS","","dwca:ID","","","https://doi.org/TEST/ZZM-V70-WGG"
"ZMA.INS.606069","","dwc:catalogNumber","","","https://doi.org/TEST/ZZM-V70-WGG"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.CRUS.D.6871","","dwc:occurrenceID","","","https://doi.org/TEST/ZZM-V4Z-ATW"
"RMNH.CRUS.D.6871@CRS","","dwca:ID","","","https://doi.org/TEST/ZZM-V4Z-ATW"
"RMNH.CRUS.D.6871","","dwc:catalogNumber","","","https://doi.org/TEST/ZZM-V4Z-ATW"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.INS.306620","","dwc:occurrenceID","","","https://doi.org/TEST/ZZM-T5M-LKN"
"RMNH.INS.306620@CRS","","dwca:ID","","","https://doi.org/TEST/ZZM-T5M-LKN"
"RMNH.INS.306620","","dwc:catalogNumber","","","https://doi.org/TEST/ZZM-T5M-LKN"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.CRUS.D.48571","","dwc:occurrenceID","","","https://doi.org/TEST/ZZM-S0W-2E4"
"RMNH.CRUS.D.48571@CRS","","dwca:ID","","","https://doi.org/TEST/ZZM-S0W-2E4"
"RMNH.CRUS.D.48571","","dwc:catalogNumber","","","https://doi.org/TEST/ZZM-S0W-2E4"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.INS.1008027","","dwc:occurrenceID","","","https://doi.org/TEST/ZZM-PLN-L3G"
"ZMA.INS.1008027@CRS","","dwca:ID","","","https://doi.org/TEST/ZZM-PLN-L3G"
"ZMA.INS.1008027","","dwc:catalogNumber","","","https://doi.org/TEST/ZZM-PLN-L3G"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.INS.1187790","","dwc:occurrenceID","","","https://doi.org/TEST/ZZM-N7P-FZT"
"RMNH.INS.1187790@CRS","","dwca:ID","","","https://doi.org/TEST/ZZM-N7P-FZT"
"RMNH.INS.1187790","","dwc:catalogNumber","","","https://doi.org/TEST/ZZM-N7P-FZT"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.INS.1079934","","dwc:occurrenceID","","","https://doi.org/TEST/ZZM-MR4-R15"
"ZMA.INS.1079934@CRS","","dwca:ID","","","https://doi.org/TEST/ZZM-MR4-R15"
"ZMA.INS.1079934","","dwc:catalogNumber","","","https://doi.org/TEST/ZZM-MR4-R15"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.INS.850923","","dwc:occurrenceID","","","https://doi.org/TEST/ZZM-M3E-KZF"
"RMNH.INS.850923@CRS","","dwca:ID","","","https://doi.org/TEST/ZZM-M3E-KZF"
"RMNH.INS.850923","","dwc:catalogNumber","","","https://doi.org/TEST/ZZM-M3E-KZF"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.VER.UT.1065","","dwc:occurrenceID","","","https://doi.org/TEST/ZZM-LCX-J71"
"RMNH.VER.UT.1065@CRS","","dwca:ID","","","https://doi.org/TEST/ZZM-LCX-J71"
"RMNH.VER.UT.1065","","dwc:catalogNumber","","","https://doi.org/TEST/ZZM-LCX-J71"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.VER.203564","","dwc:occurrenceID","","","https://doi.org/TEST/ZZM-JVR-QXR"
"ZMA.VER.203564@CRS","","dwca:ID","","","https://doi.org/TEST/ZZM-JVR-QXR"
"ZMA.VER.203564","","dwc:catalogNumber","","","https://doi.org/TEST/ZZM-JVR-QXR"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.INS.1105883","","dwc:occurrenceID","","","https://doi.org/TEST/ZZM-JR2-6NF"
"ZMA.INS.1105883@CRS","","dwca:ID","","","https://doi.org/TEST/ZZM-JR2-6NF"
"ZMA.INS.1105883","","dwc:catalogNumber","","","https://doi.org/TEST/ZZM-JR2-6NF"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.INS.363552","","dwc:occurrenceID","","","https://doi.org/TEST/ZZM-F2K-SJ6"
"RMNH.INS.363552@CRS","","dwca:ID","","","https://doi.org/TEST/ZZM-F2K-SJ6"
"RMNH.INS.363552","","dwc:catalogNumber","","","https://doi.org/TEST/ZZM-F2K-SJ6"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.INS.1412911","","dwc:occurrenceID","","","https://doi.org/TEST/ZZM-E6W-X0R"
"RMNH.INS.1412911@CRS","","dwca:ID","","","https://doi.org/TEST/ZZM-E6W-X0R"
"RMNH.INS.1412911","","dwc:catalogNumber","","","https://doi.org/TEST/ZZM-E6W-X0R"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.INS.1526130","","dwc:occurrenceID","","","https://doi.org/TEST/ZZM-BL6-NBZ"
"ZMA.INS.1526130@CRS","","dwca:ID","","","https://doi.org/TEST/ZZM-BL6-NBZ"
"ZMA.INS.1526130","","dwc:catalogNumber","","","https://doi.org/TEST/ZZM-BL6-NBZ"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.INS.1052927","","dwc:occurrenceID","","","https://doi.org/TEST/ZZM-A12-9NP"
"ZMA.INS.1052927@CRS","","dwca:ID","","","https://doi.org/TEST/ZZM-A12-9NP"
"ZMA.INS.1052927","","dwc:catalogNumber","","","https://doi.org/TEST/ZZM-A12-9NP"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.INS.662381","","dwc:occurrenceID","","","https://doi.org/TEST/ZZM-9AL-JWC"
"RMNH.INS.662381@CRS","","dwca:ID","","","https://doi.org/TEST/ZZM-9AL-JWC"
"RMNH.INS.662381","","dwc:catalogNumber","","","https://doi.org/TEST/ZZM-9AL-JWC"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.VER.206888","","dwc:occurrenceID","","","https://doi.org/TEST/ZZM-6NB-8LQ"
"ZMA.VER.206888@CRS","","dwca:ID","","","https://doi.org/TEST/ZZM-6NB-8LQ"
"ZMA.VER.206888","","dwc:catalogNumber","","","https://doi.org/TEST/ZZM-6NB-8LQ"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.INS.974657","","dwc:occurrenceID","","","https://doi.org/TEST/ZZM-6AJ-1PF"
"ZMA.INS.974657@CRS","","dwca:ID","","","https://doi.org/TEST/ZZM-6AJ-1PF"
"ZMA.INS.974657","","dwc:catalogNumber","","","https://doi.org/TEST/ZZM-6AJ-1PF"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.INS.1209473","","dwc:occurrenceID","","","https://doi.org/TEST/ZZM-5JQ-3XH"
"ZMA.INS.1209473@CRS","","dwca:ID","","","https://doi.org/TEST/ZZM-5JQ-3XH"
"ZMA.INS.1209473","","dwc:catalogNumber","","","https://doi.org/TEST/ZZM-5JQ-3XH"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.INS.990842","","dwc:occurrenceID","","","https://doi.org/TEST/ZZM-34E-X1V"
"ZMA.INS.990842@CRS","","dwca:ID","","","https://doi.org/TEST/ZZM-34E-X1V"
"ZMA.INS.990842","","dwc:catalogNumber","","","https://doi.org/TEST/ZZM-34E-X1V"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.V.POL.310","","dwc:occurrenceID","","","https://doi.org/TEST/ZZM-23W-AA5"
"ZMA.V.POL.310@CRS","","dwca:ID","","","https://doi.org/TEST/ZZM-23W-AA5"
"ZMA.V.POL.310","","dwc:catalogNumber","","","https://doi.org/TEST/ZZM-23W-AA5"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.VER.13655","","dwc:occurrenceID","","","https://doi.org/TEST/ZZM-1V8-2Y1"
"RMNH.VER.13655@CRS","","dwca:ID","","","https://doi.org/TEST/ZZM-1V8-2Y1"
"RMNH.VER.13655","","dwc:catalogNumber","","","https://doi.org/TEST/ZZM-1V8-2Y1"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.INS.693106","","dwc:occurrenceID","","","https://doi.org/TEST/ZZM-08T-RHS"
"RMNH.INS.693106@CRS","","dwca:ID","","","https://doi.org/TEST/ZZM-08T-RHS"
"RMNH.INS.693106","","dwc:catalogNumber","","","https://doi.org/TEST/ZZM-08T-RHS"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.INS.1170698","","dwc:occurrenceID","","","https://doi.org/TEST/ZZL-ZK7-74N"
"ZMA.INS.1170698@CRS","","dwca:ID","","","https://doi.org/TEST/ZZL-ZK7-74N"
"ZMA.INS.1170698","","dwc:catalogNumber","","","https://doi.org/TEST/ZZL-ZK7-74N"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.INS.1173549","","dwc:occurrenceID","","","https://doi.org/TEST/ZZL-YR7-YPX"
"ZMA.INS.1173549@CRS","","dwca:ID","","","https://doi.org/TEST/ZZL-YR7-YPX"
"ZMA.INS.1173549","","dwc:catalogNumber","","","https://doi.org/TEST/ZZL-YR7-YPX"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.INS.1547673","","dwc:occurrenceID","","","https://doi.org/TEST/ZZL-WKR-RGV"
"ZMA.INS.1547673@CRS","","dwca:ID","","","https://doi.org/TEST/ZZL-WKR-RGV"
"ZMA.INS.1547673","","dwc:catalogNumber","","","https://doi.org/TEST/ZZL-WKR-RGV"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.INS.5169908","","dwc:occurrenceID","","","https://doi.org/TEST/ZZL-SA4-ADE"
"ZMA.INS.5169908@CRS","","dwca:ID","","","https://doi.org/TEST/ZZL-SA4-ADE"
"ZMA.INS.5169908","","dwc:catalogNumber","","","https://doi.org/TEST/ZZL-SA4-ADE"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.INS.1038134","","dwc:occurrenceID","","","https://doi.org/TEST/ZZL-RW5-JAS"
"RMNH.INS.1038134@CRS","","dwca:ID","","","https://doi.org/TEST/ZZL-RW5-JAS"
"RMNH.INS.1038134","","dwc:catalogNumber","","","https://doi.org/TEST/ZZL-RW5-JAS"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.INS.896272","","dwc:occurrenceID","","","https://doi.org/TEST/ZZL-QVX-SC6"
"RMNH.INS.896272@CRS","","dwca:ID","","","https://doi.org/TEST/ZZL-QVX-SC6"
"RMNH.INS.896272","","dwc:catalogNumber","","","https://doi.org/TEST/ZZL-QVX-SC6"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.INS.706423","","dwc:occurrenceID","","","https://doi.org/TEST/ZZL-KNF-KQK"
"RMNH.INS.706423@CRS","","dwca:ID","","","https://doi.org/TEST/ZZL-KNF-KQK"
"RMNH.INS.706423","","dwc:catalogNumber","","","https://doi.org/TEST/ZZL-KNF-KQK"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.CRUS.A.104410","","dwc:occurrenceID","","","https://doi.org/TEST/ZZL-KKF-529"
"ZMA.CRUS.A.104410@CRS","","dwca:ID","","","https://doi.org/TEST/ZZL-KKF-529"
"ZMA.CRUS.A.104410","","dwc:catalogNumber","","","https://doi.org/TEST/ZZL-KKF-529"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.INS.977560","","dwc:occurrenceID","","","https://doi.org/TEST/ZZL-HN5-W2B"
"ZMA.INS.977560@CRS","","dwca:ID","","","https://doi.org/TEST/ZZL-HN5-W2B"
"ZMA.INS.977560","","dwc:catalogNumber","","","https://doi.org/TEST/ZZL-HN5-W2B"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.INS.1074529","","dwc:occurrenceID","","","https://doi.org/TEST/ZZL-DQG-RVA"
"ZMA.INS.1074529@CRS","","dwca:ID","","","https://doi.org/TEST/ZZL-DQG-RVA"
"ZMA.INS.1074529","","dwc:catalogNumber","","","https://doi.org/TEST/ZZL-DQG-RVA"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.INS.1405723","","dwc:occurrenceID","","","https://doi.org/TEST/ZZL-B3T-D69"
"ZMA.INS.1405723@CRS","","dwca:ID","","","https://doi.org/TEST/ZZL-B3T-D69"
"ZMA.INS.1405723","","dwc:catalogNumber","","","https://doi.org/TEST/ZZL-B3T-D69"
"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.INS.1560053","","dwc:occurrenceID","","","https://doi.org/TEST/ZZL-B0C-NJ8"
"ZMA.INS.1560053@CRS","","dwca:ID","","","https://doi.org/TEST/ZZL-B0C-NJ8"
"ZMA.INS.1560053","","dwc:catalogNumber","","","https://doi.org/TEST/ZZL-B0C-NJ8"
"https://data.biodiversitydata.nl/naturalis/specimen/RMNH.CRUS.2420","","dwc:occurrenceID","","","https://doi.org/TEST/ZZL-97D-9VD"
"RMNH.CRUS.2420@CRS","","dwca:ID","","","https://doi.org/TEST/ZZL-97D-9VD"
"RMNH.CRUS.2420","","dwc:catalogNumber","","","https://doi.org/TEST/ZZL-97D-9VD"
