"assertionID"	"materialEntityID"	"assertionValueNumeric"	"assertionType"	"assertionUnit"
"IM18_821"	"P127.2AS_pure"	43	"DNA concentration"	"ng/µl"
"P127.2BL"	"P127.2BL_preserved"	43	"dry weight biomass"	"mg"
"IM18_824"	"P127.2BL_pure"	3	"DNA concentration"	"ng/µl"
"P127.2BS"	"P127.2BS_preserved"	77	"dry weight biomass"	"mg"
"IM18_823"	"P127.2BS_pure"	44	"DNA concentration"	"ng/µl"
"P128.1AL"	"P128.1AL_preserved"	91.3	"dry weight biomass"	"mg"
"IM18_135"	"P128.1AL_pure"	6	"DNA concentration"	"ng/µl"
"P128.1AS"	"P128.1AS_preserved"	125.5	"dry weight biomass"	"mg"
"IM18_134"	"P128.1AS_pure"	19	"DNA concentration"	"ng/µl"
"P128.1BL"	"P128.1BL_preserved"	73	"dry weight biomass"	"mg"
"IM18_137"	"P128.1BL_pure"	12	"DNA concentration"	"ng/µl"
"P128.1BS"	"P128.1BS_preserved"	26	"dry weight biomass"	"mg"
"IM18_136"	"P128.1BS_pure"	16	"DNA concentration"	"ng/µl"
"P128.2AL"	"P128.2AL_preserved"	107	"dry weight biomass"	"mg"
"IM18_139"	"P128.2AL_pure"	8	"DNA concentration"	"ng/µl"
"P128.2AS"	"P128.2AS_preserved"	27	"dry weight biomass"	"mg"
"IM18_138"	"P128.2AS_pure"	11	"DNA concentration"	"ng/µl"
"P128.2BL"	"P128.2BL_preserved"	51	"dry weight biomass"	"mg"
"IM18_141"	"P128.2BL_pure"	11	"DNA concentration"	"ng/µl"
"P128.2BS"	"P128.2BS_preserved"	10	"dry weight biomass"	"mg"
"IM18_140"	"P128.2BS_pure"	4	"DNA concentration"	"ng/µl"
"P129.1AS"	"P129.1AS_preserved"	66	"dry weight biomass"	"mg"
"IM18_825"	"P129.1AS_pure"	37	"DNA concentration"	"ng/µl"
"P129.1BL"	"P129.1BL_preserved"	7	"dry weight biomass"	"mg"
"IM18_827"	"P129.1BL_pure"	2	"DNA concentration"	"ng/µl"
"P129.1BS"	"P129.1BS_preserved"	72	"dry weight biomass"	"mg"
"IM18_826"	"P129.1BS_pure"	47	"DNA concentration"	"ng/µl"
"P13.1AL"	"P13.1AL_preserved"	15	"dry weight biomass"	"mg"
"IM18_387"	"P13.1AL_pure"	24	"DNA concentration"	"ng/µl"
"P13.1AS"	"P13.1AS_preserved"	13	"dry weight biomass"	"mg"
"IM18_386"	"P13.1AS_pure"	5	"DNA concentration"	"ng/µl"
"P13.1BS"	"P13.1BS_preserved"	27	"dry weight biomass"	"mg"
"IM18_388"	"P13.1BS_pure"	14	"DNA concentration"	"ng/µl"
"P13.2AS"	"P13.2AS_preserved"	34	"dry weight biomass"	"mg"
"IM18_389"	"P13.2AS_pure"	19	"DNA concentration"	"ng/µl"
"P13.2BL"	"P13.2BL_preserved"	48	"dry weight biomass"	"mg"
"P13.2BS"	"P13.2BS_preserved"	24	"dry weight biomass"	"mg"
"P130.1AL"	"P130.1AL_preserved"	6	"dry weight biomass"	"mg"
"IM18_144"	"P130.1AL_pure"	1	"DNA concentration"	"ng/µl"
"P130.1AS"	"P130.1AS_preserved"	240	"dry weight biomass"	"mg"
"IM18_142"	"P130.1AS_pure"	31	"DNA concentration"	"ng/µl"
"P130.1BL"	"P130.1BL_preserved"	12	"dry weight biomass"	"mg"
"IM18_146"	"P130.1BL_pure"	9	"DNA concentration"	"ng/µl"
"P130.1BS"	"P130.1BS_preserved"	110	"dry weight biomass"	"mg"
"IM18_145"	"P130.1BS_pure"	56	"DNA concentration"	"ng/µl"
"P130.2AS"	"P130.2AS_preserved"	34	"dry weight biomass"	"mg"
"IM18_147"	"P130.2AS_pure"	24	"DNA concentration"	"ng/µl"
"P130.2BL"	"P130.2BL_preserved"	34	"dry weight biomass"	"mg"
"IM18_602"	"P130.2BL_pure"	13	"DNA concentration"	"ng/µl"
"P130.2BS"	"P130.2BS_preserved"	2045	"dry weight biomass"	"mg"
"IM18_601"	"P130.2BS_pure"	124	"DNA concentration"	"ng/µl"
"P132.1AL"	"P132.1AL_preserved"	46	"dry weight biomass"	"mg"
"IM18_915"	"P132.1AL_pure"	7	"DNA concentration"	"ng/µl"
"P132.1AS"	"P132.1AS_preserved"	49	"dry weight biomass"	"mg"
"IM18_914"	"P132.1AS_pure"	41	"DNA concentration"	"ng/µl"
"P132.1BS"	"P132.1BS_preserved"	62	"dry weight biomass"	"mg"
"IM18_916"	"P132.1BS_pure"	52	"DNA concentration"	"ng/µl"
"P132.2AS"	"P132.2AS_preserved"	28	"dry weight biomass"	"mg"
"IM18_704"	"P132.2AS_pure"	29	"DNA concentration"	"ng/µl"
"P132.2BS"	"P132.2BS_preserved"	63	"dry weight biomass"	"mg"
"IM18_533"	"P132.2BS_pure"	44	"DNA concentration"	"ng/µl"
"P133.1AL"	"P133.1AL_preserved"	6	"dry weight biomass"	"mg"
"IM18_1018"	"P133.1AL_pure"	1	"DNA concentration"	"ng/µl"
"P133.1AS"	"P133.1AS_preserved"	6	"dry weight biomass"	"mg"
"IM18_1017"	"P133.1AS_pure"	4	"DNA concentration"	"ng/µl"
"P133.1BS"	"P133.1BS_preserved"	3	"dry weight biomass"	"mg"
"IM18_511"	"P133.1BS_pure"	2	"DNA concentration"	"ng/µl"
"P133.2AS"	"P133.2AS_preserved"	52	"dry weight biomass"	"mg"
"IM18_917"	"P133.2AS_pure"	32	"DNA concentration"	"ng/µl"
"P133.2BS"	"P133.2BS_preserved"	94	"dry weight biomass"	"mg"
"IM18_918"	"P133.2BS_pure"	61	"DNA concentration"	"ng/µl"
"P134.1AL"	"P134.1AL_preserved"	3	"dry weight biomass"	"mg"
"P134.1AS"	"P134.1AS_preserved"	14	"dry weight biomass"	"mg"
"IM18_148"	"P134.1AS_pure"	7	"DNA concentration"	"ng/µl"
"P134.1BL"	"P134.1BL_preserved"	59	"dry weight biomass"	"mg"
"IM18_651"	"P134.1BL_pure"	34	"DNA concentration"	"ng/µl"
"P134.1BS"	"P134.1BS_preserved"	61	"dry weight biomass"	"mg"
"IM18_650"	"P134.1BS_pure"	57	"DNA concentration"	"ng/µl"
"P134.2AL"	"P134.2AL_preserved"	35	"dry weight biomass"	"mg"
"IM18_920"	"P134.2AL_pure"	28	"DNA concentration"	"ng/µl"
"P134.2AS"	"P134.2AS_preserved"	4	"dry weight biomass"	"mg"
"IM18_919"	"P134.2AS_pure"	5	"DNA concentration"	"ng/µl"
"P134.2BL"	"P134.2BL_preserved"	9	"dry weight biomass"	"mg"
"IM18_922"	"P134.2BL_pure"	5	"DNA concentration"	"ng/µl"
"P134.2BS"	"P134.2BS_preserved"	25	"dry weight biomass"	"mg"
"IM18_921"	"P134.2BS_pure"	27	"DNA concentration"	"ng/µl"
"P135.1AL"	"P135.1AL_preserved"	91	"dry weight biomass"	"mg"
"P135.1AS"	"P135.1AS_preserved"	32	"dry weight biomass"	"mg"
"P135.1BL"	"P135.1BL_preserved"	31	"dry weight biomass"	"mg"
"P135.1BS"	"P135.1BS_preserved"	48	"dry weight biomass"	"mg"
"P135.2AL"	"P135.2AL_preserved"	151	"dry weight biomass"	"mg"
"P135.2AS"	"P135.2AS_preserved"	7	"dry weight biomass"	"mg"
"P135.2BL"	"P135.2BL_preserved"	19	"dry weight biomass"	"mg"
"P135.2BS"	"P135.2BS_preserved"	25	"dry weight biomass"	"mg"
"P136.1AL"	"P136.1AL_preserved"	76	"dry weight biomass"	"mg"
"IM18_151"	"P136.1AL_pure"	14	"DNA concentration"	"ng/µl"
"P136.1AS"	"P136.1AS_preserved"	114	"dry weight biomass"	"mg"
"IM18_150"	"P136.1AS_pure"	27	"DNA concentration"	"ng/µl"
"P136.1BL"	"P136.1BL_preserved"	41	"dry weight biomass"	"mg"
"IM18_153"	"P136.1BL_pure"	7	"DNA concentration"	"ng/µl"
"P136.1BS"	"P136.1BS_preserved"	62	"dry weight biomass"	"mg"
"IM18_152"	"P136.1BS_pure"	24	"DNA concentration"	"ng/µl"
"P136.2AL"	"P136.2AL_preserved"	7	"dry weight biomass"	"mg"
"P136.2AS"	"P136.2AS_preserved"	93	"dry weight biomass"	"mg"
"IM18_154"	"P136.2AS_pure"	34	"DNA concentration"	"ng/µl"
"P136.2BL"	"P136.2BL_preserved"	74	"dry weight biomass"	"mg"
"IM18_157"	"P136.2BL_pure"	5	"DNA concentration"	"ng/µl"
"P136.2BS"	"P136.2BS_preserved"	91	"dry weight biomass"	"mg"
"IM18_156"	"P136.2BS_pure"	39	"DNA concentration"	"ng/µl"
"P137.1AS"	"P137.1AS_preserved"	12	"dry weight biomass"	"mg"
"IM18_923"	"P137.1AS_pure"	8	"DNA concentration"	"ng/µl"
"P137.1BS"	"P137.1BS_preserved"	8	"dry weight biomass"	"mg"
"IM18_924"	"P137.1BS_pure"	43	"DNA concentration"	"ng/µl"
"P137.2AL"	"P137.2AL_preserved"	529	"dry weight biomass"	"mg"
"IM18_513"	"P137.2AL_pure"	44	"DNA concentration"	"ng/µl"
"P137.2AS"	"P137.2AS_preserved"	82	"dry weight biomass"	"mg"
"IM18_512"	"P137.2AS_pure"	41	"DNA concentration"	"ng/µl"
"P137.2BL"	"P137.2BL_preserved"	37	"dry weight biomass"	"mg"
"IM18_515"	"P137.2BL_pure"	18	"DNA concentration"	"ng/µl"
"P137.2BS"	"P137.2BS_preserved"	174	"dry weight biomass"	"mg"
"IM18_514"	"P137.2BS_pure"	58	"DNA concentration"	"ng/µl"
"P138.1AL"	"P138.1AL_preserved"	17	"dry weight biomass"	"mg"
"IM18_997"	"P138.1AL_pure"	6	"DNA concentration"	"ng/µl"
"P138.1AS"	"P138.1AS_preserved"	22	"dry weight biomass"	"mg"
"IM18_996"	"P138.1AS_pure"	22	"DNA concentration"	"ng/µl"
"P138.1BS"	"P138.1BS_preserved"	32	"dry weight biomass"	"mg"
"IM18_925"	"P138.1BS_pure"	9	"DNA concentration"	"ng/µl"
"P138.2AL"	"P138.2AL_preserved"	9	"dry weight biomass"	"mg"
"IM18_1020"	"P138.2AL_pure"	3	"DNA concentration"	"ng/µl"
"P138.2AS"	"P138.2AS_preserved"	124	"dry weight biomass"	"mg"
"IM18_1019"	"P138.2AS_pure"	25	"DNA concentration"	"ng/µl"
"P138.2BL"	"P138.2BL_preserved"	12	"dry weight biomass"	"mg"
"IM18_530"	"P138.2BL_pure"	17	"DNA concentration"	"ng/µl"
"P138.2BS"	"P138.2BS_preserved"	183	"dry weight biomass"	"mg"
"IM18_529"	"P138.2BS_pure"	52	"DNA concentration"	"ng/µl"
"P141.1AS"	"P141.1AS_preserved"	40	"dry weight biomass"	"mg"
"IM18_1021"	"P141.1AS_pure"	19	"DNA concentration"	"ng/µl"
"P142.1AS"	"P142.1AS_preserved"	26	"dry weight biomass"	"mg"
"IM18_828"	"P142.1AS_pure"	22	"DNA concentration"	"ng/µl"
"P142.1BS"	"P142.1BS_preserved"	129	"dry weight biomass"	"mg"
"IM18_829"	"P142.1BS_pure"	49	"DNA concentration"	"ng/µl"
"P142.2AS"	"P142.2AS_preserved"	46	"dry weight biomass"	"mg"
"IM18_741"	"P142.2AS_pure"	32	"DNA concentration"	"ng/µl"
"P142.2BL"	"P142.2BL_preserved"	20	"dry weight biomass"	"mg"
"IM18_604"	"P142.2BL_pure"	10	"DNA concentration"	"ng/µl"
"P142.2BS"	"P142.2BS_preserved"	94	"dry weight biomass"	"mg"
"IM18_603"	"P142.2BS_pure"	53	"DNA concentration"	"ng/µl"
"P143.1AL"	"P143.1AL_preserved"	6	"dry weight biomass"	"mg"
"P143.1AS"	"P143.1AS_preserved"	58	"dry weight biomass"	"mg"
"IM18_158"	"P143.1AS_pure"	36	"DNA concentration"	"ng/µl"
"IM18_694"	"P143.1BL_pure"	3	"DNA concentration"	"ng/µl"
"P143.1BS"	"P143.1BS_preserved"	32	"dry weight biomass"	"mg"
"IM18_534"	"P143.1BS_pure"	27	"DNA concentration"	"ng/µl"
"P143.2AL"	"P143.2AL_preserved"	5	"dry weight biomass"	"mg"
"IM18_518"	"P143.2AL_pure"	3	"DNA concentration"	"ng/µl"
"P143.2AS"	"P143.2AS_preserved"	55	"dry weight biomass"	"mg"
"IM18_517"	"P143.2AS_pure"	38	"DNA concentration"	"ng/µl"
"P143.2BS"	"P143.2BS_preserved"	32	"dry weight biomass"	"mg"
"IM18_426"	"P143.2BS_pure"	37	"DNA concentration"	"ng/µl"
"P144.1AL"	"P144.1AL_preserved"	27	"dry weight biomass"	"mg"
"IM18_927"	"P144.1AL_pure"	10	"DNA concentration"	"ng/µl"
"P144.1AS"	"P144.1AS_preserved"	59	"dry weight biomass"	"mg"
"IM18_926"	"P144.1AS_pure"	21	"DNA concentration"	"ng/µl"
"P144.1BS"	"P144.1BS_preserved"	52	"dry weight biomass"	"mg"
"IM18_928"	"P144.1BS_pure"	42	"DNA concentration"	"ng/µl"
"P144.2BL"	"P144.2BL_preserved"	16	"dry weight biomass"	"mg"
"IM18_607"	"P144.2BL_pure"	27	"DNA concentration"	"ng/µl"
"P144.2BS"	"P144.2BS_preserved"	67	"dry weight biomass"	"mg"
"IM18_606"	"P144.2BS_pure"	38	"DNA concentration"	"ng/µl"
"P145.1AL"	"P145.1AL_preserved"	28	"dry weight biomass"	"mg"
"IM18_161"	"P145.1AL_pure"	9	"DNA concentration"	"ng/µl"
"P145.1AS"	"P145.1AS_preserved"	149	"dry weight biomass"	"mg"
"IM18_160"	"P145.1AS_pure"	59	"DNA concentration"	"ng/µl"
"P145.1BL"	"P145.1BL_preserved"	47	"dry weight biomass"	"mg"
"IM18_163"	"P145.1BL_pure"	2	"DNA concentration"	"ng/µl"
"P145.1BS"	"P145.1BS_preserved"	127	"dry weight biomass"	"mg"
"IM18_162"	"P145.1BS_pure"	45	"DNA concentration"	"ng/µl"
"P145.2AL"	"P145.2AL_preserved"	58	"dry weight biomass"	"mg"
"P145.2AS"	"P145.2AS_preserved"	131	"dry weight biomass"	"mg"
"IM18_164"	"P145.2AS_pure"	37	"DNA concentration"	"ng/µl"
"P145.2BL"	"P145.2BL_preserved"	73	"dry weight biomass"	"mg"
"IM18_168"	"P145.2BL_pure"	4	"DNA concentration"	"ng/µl"
"P145.2BS"	"P145.2BS_preserved"	227	"dry weight biomass"	"mg"
"IM18_166"	"P145.2BS_pure"	54	"DNA concentration"	"ng/µl"
"P146.1AL"	"P146.1AL_preserved"	12	"dry weight biomass"	"mg"
"IM18_831"	"P146.1AL_pure"	10	"DNA concentration"	"ng/µl"
"P146.1AS"	"P146.1AS_preserved"	16	"dry weight biomass"	"mg"
"IM18_830"	"P146.1AS_pure"	18	"DNA concentration"	"ng/µl"
"P146.1BL"	"P146.1BL_preserved"	43	"dry weight biomass"	"mg"
"P146.1BS"	"P146.1BS_preserved"	125	"dry weight biomass"	"mg"
"IM18_832"	"P146.1BS_pure"	46	"DNA concentration"	"ng/µl"
"P146.2AL"	"P146.2AL_preserved"	72	"dry weight biomass"	"mg"
"IM18_835"	"P146.2AL_pure"	13	"DNA concentration"	"ng/µl"
"P146.2AS"	"P146.2AS_preserved"	58	"dry weight biomass"	"mg"
"IM18_834"	"P146.2AS_pure"	25	"DNA concentration"	"ng/µl"
"P146.2BL"	"P146.2BL_preserved"	24	"dry weight biomass"	"mg"
"IM18_837"	"P146.2BL_pure"	9	"DNA concentration"	"ng/µl"
"P146.2BS"	"P146.2BS_preserved"	95	"dry weight biomass"	"mg"
"IM18_836"	"P146.2BS_pure"	37	"DNA concentration"	"ng/µl"
"P147.1AS"	"P147.1AS_preserved"	47	"dry weight biomass"	"mg"
"P147.1BS"	"P147.1BS_preserved"	147	"dry weight biomass"	"mg"
"P147.2AL"	"P147.2AL_preserved"	40	"dry weight biomass"	"mg"
"IM18_391"	"P147.2AL_pure"	1	"DNA concentration"	"ng/µl"
"P147.2AS"	"P147.2AS_preserved"	11	"dry weight biomass"	"mg"
"IM18_390"	"P147.2AS_pure"	2	"DNA concentration"	"ng/µl"
"P147.2BS"	"P147.2BS_preserved"	9	"dry weight biomass"	"mg"
"IM18_608"	"P147.2BS_pure"	5	"DNA concentration"	"ng/µl"
"P148.1AS"	"P148.1AS_preserved"	37	"dry weight biomass"	"mg"
"IM18_169"	"P148.1AS_pure"	20	"DNA concentration"	"ng/µl"
"P148.1BL"	"P148.1BL_preserved"	158	"dry weight biomass"	"mg"
"IM18_536"	"P148.1BL_pure"	12	"DNA concentration"	"ng/µl"
"P148.1BS"	"P148.1BS_preserved"	96	"dry weight biomass"	"mg"
"IM18_535"	"P148.1BS_pure"	60	"DNA concentration"	"ng/µl"
"P148.2AL"	"P148.2AL_preserved"	36	"dry weight biomass"	"mg"
"IM18_839"	"P148.2AL_pure"	15	"DNA concentration"	"ng/µl"
"P148.2AS"	"P148.2AS_preserved"	113	"dry weight biomass"	"mg"
"IM18_838"	"P148.2AS_pure"	49	"DNA concentration"	"ng/µl"
"P148.2BS"	"P148.2BS_preserved"	114	"dry weight biomass"	"mg"
"IM18_840"	"P148.2BS_pure"	53	"DNA concentration"	"ng/µl"
"P149.1AL"	"P149.1AL_preserved"	16	"dry weight biomass"	"mg"
"IM18_999"	"P149.1AL_pure"	12	"DNA concentration"	"ng/µl"
"P149.1AS"	"P149.1AS_preserved"	59	"dry weight biomass"	"mg"
"IM18_998"	"P149.1AS_pure"	34	"DNA concentration"	"ng/µl"
"P149.1BL"	"P149.1BL_preserved"	5	"dry weight biomass"	"mg"
"IM18_842"	"P149.1BL_pure"	10	"DNA concentration"	"ng/µl"
"P149.1BS"	"P149.1BS_preserved"	75	"dry weight biomass"	"mg"
"IM18_841"	"P149.1BS_pure"	32	"DNA concentration"	"ng/µl"
"P149.2AL"	"P149.2AL_preserved"	3	"dry weight biomass"	"mg"
"IM18_706"	"P149.2AL_pure"	11	"DNA concentration"	"ng/µl"
"P149.2AS"	"P149.2AS_preserved"	49	"dry weight biomass"	"mg"
"IM18_705"	"P149.2AS_pure"	32	"DNA concentration"	"ng/µl"
"P149.2BS"	"P149.2BS_preserved"	46	"dry weight biomass"	"mg"
"IM18_537"	"P149.2BS_pure"	32	"DNA concentration"	"ng/µl"
"IM18_844"	"P15.1AL_pure"	1	"DNA concentration"	"ng/µl"
"P15.1AS"	"P15.1AS_preserved"	11	"dry weight biomass"	"mg"
"IM18_843"	"P15.1AS_pure"	8	"DNA concentration"	"ng/µl"
"P15.1BS"	"P15.1BS_preserved"	11	"dry weight biomass"	"mg"
"IM18_845"	"P15.1BS_pure"	17	"DNA concentration"	"ng/µl"
"P15.2AL"	"P15.2AL_preserved"	16	"dry weight biomass"	"mg"
"IM18_38"	"P15.2AL_pure"	1	"DNA concentration"	"ng/µl"
"P15.2AS"	"P15.2AS_preserved"	37	"dry weight biomass"	"mg"
"IM18_37"	"P15.2AS_pure"	22	"DNA concentration"	"ng/µl"
"P15.2BS"	"P15.2BS_preserved"	151	"dry weight biomass"	"mg"
"IM18_392"	"P15.2BS_pure"	29	"DNA concentration"	"ng/µl"
"P153.1AL"	"P153.1AL_preserved"	30	"dry weight biomass"	"mg"
"IM18_171"	"P153.1AL_pure"	8	"DNA concentration"	"ng/µl"
"P153.1AS"	"P153.1AS_preserved"	27	"dry weight biomass"	"mg"
"IM18_170"	"P153.1AS_pure"	7	"DNA concentration"	"ng/µl"
"P153.1BS"	"P153.1BS_preserved"	28	"dry weight biomass"	"mg"
"IM18_172"	"P153.1BS_pure"	9	"DNA concentration"	"ng/µl"
"P153.2AL"	"P153.2AL_preserved"	14	"dry weight biomass"	"mg"
"IM18_174"	"P153.2AL_pure"	2	"DNA concentration"	"ng/µl"
"P153.2AS"	"P153.2AS_preserved"	28	"dry weight biomass"	"mg"
"IM18_173"	"P153.2AS_pure"	16	"DNA concentration"	"ng/µl"
"P153.2BS"	"P153.2BS_preserved"	43	"dry weight biomass"	"mg"
"IM18_175"	"P153.2BS_pure"	25	"DNA concentration"	"ng/µl"
"P154.1AL"	"P154.1AL_preserved"	157	"dry weight biomass"	"mg"
"IM18_847"	"P154.1AL_pure"	29	"DNA concentration"	"ng/µl"
"P154.1AS"	"P154.1AS_preserved"	55	"dry weight biomass"	"mg"
"IM18_846"	"P154.1AS_pure"	36	"DNA concentration"	"ng/µl"
"P154.1BL"	"P154.1BL_preserved"	70	"dry weight biomass"	"mg"
"IM18_849"	"P154.1BL_pure"	36	"DNA concentration"	"ng/µl"
"P154.1BS"	"P154.1BS_preserved"	63	"dry weight biomass"	"mg"
"IM18_848"	"P154.1BS_pure"	30	"DNA concentration"	"ng/µl"
"IM18_539"	"P154.2BL_pure"	10	"DNA concentration"	"ng/µl"
"P154.2BS"	"P154.2BS_preserved"	287	"dry weight biomass"	"mg"
"IM18_538"	"P154.2BS_pure"	89	"DNA concentration"	"ng/µl"
"P155.1AL"	"P155.1AL_preserved"	5	"dry weight biomass"	"mg"
"IM18_708"	"P155.1AL_pure"	8	"DNA concentration"	"ng/µl"
"P155.1AS"	"P155.1AS_preserved"	138	"dry weight biomass"	"mg"
"IM18_707"	"P155.1AS_pure"	44	"DNA concentration"	"ng/µl"
"P155.1BL"	"P155.1BL_preserved"	24	"dry weight biomass"	"mg"
"P155.1BS"	"P155.1BS_preserved"	945	"dry weight biomass"	"mg"
"IM18_541"	"P155.1BS_pure"	22	"DNA concentration"	"ng/µl"
"P155.2AS"	"P155.2AS_preserved"	76	"dry weight biomass"	"mg"
"IM18_1000"	"P155.2AS_pure"	35	"DNA concentration"	"ng/µl"
"P155.2BL"	"P155.2BL_preserved"	5	"dry weight biomass"	"mg"
"IM18_851"	"P155.2BL_pure"	3	"DNA concentration"	"ng/µl"
"P155.2BS"	"P155.2BS_preserved"	155	"dry weight biomass"	"mg"
"IM18_850"	"P155.2BS_pure"	38	"DNA concentration"	"ng/µl"
"P156.1AL"	"P156.1AL_preserved"	20	"dry weight biomass"	"mg"
"P156.1AS"	"P156.1AS_preserved"	69	"dry weight biomass"	"mg"
"P156.1BS"	"P156.1BS_preserved"	304	"dry weight biomass"	"mg"
"IM18_405"	"P156.1BS_pure"	35	"DNA concentration"	"ng/µl"
"P158.1AL"	"P158.1AL_preserved"	71	"dry weight biomass"	"mg"
"IM18_710"	"P158.1AL_pure"	7	"DNA concentration"	"ng/µl"
"P158.1AS"	"P158.1AS_preserved"	86	"dry weight biomass"	"mg"
"IM18_709"	"P158.1AS_pure"	44	"DNA concentration"	"ng/µl"
"P158.1BL"	"P158.1BL_preserved"	34	"dry weight biomass"	"mg"
"IM18_177"	"P158.1BL_pure"	12	"DNA concentration"	"ng/µl"
"P158.1BS"	"P158.1BS_preserved"	166	"dry weight biomass"	"mg"
"IM18_176"	"P158.1BS_pure"	55	"DNA concentration"	"ng/µl"
"P158.2AL"	"P158.2AL_preserved"	29	"dry weight biomass"	"mg"
"IM18_179"	"P158.2AL_pure"	1	"DNA concentration"	"ng/µl"
"P158.2AS"	"P158.2AS_preserved"	464	"dry weight biomass"	"mg"
"IM18_178"	"P158.2AS_pure"	5	"DNA concentration"	"ng/µl"
"P158.2BL"	"P158.2BL_preserved"	8	"dry weight biomass"	"mg"
"IM18_544"	"P158.2BL_pure"	4	"DNA concentration"	"ng/µl"
"P158.2BS"	"P158.2BS_preserved"	99	"dry weight biomass"	"mg"
"IM18_543"	"P158.2BS_pure"	59	"DNA concentration"	"ng/µl"
"P159.1AL"	"P159.1AL_preserved"	85	"dry weight biomass"	"mg"
"IM18_428"	"P159.1AL_pure"	53	"DNA concentration"	"ng/µl"
"P159.1AS"	"P159.1AS_preserved"	50	"dry weight biomass"	"mg"
"IM18_427"	"P159.1AS_pure"	37	"DNA concentration"	"ng/µl"
"P159.1BL"	"P159.1BL_preserved"	12	"dry weight biomass"	"mg"
"IM18_546"	"P159.1BL_pure"	10	"DNA concentration"	"ng/µl"
"P159.1BS"	"P159.1BS_preserved"	87	"dry weight biomass"	"mg"
"IM18_545"	"P159.1BS_pure"	53	"DNA concentration"	"ng/µl"
"P159.2AS"	"P159.2AS_preserved"	83	"dry weight biomass"	"mg"
"IM18_852"	"P159.2AS_pure"	35	"DNA concentration"	"ng/µl"
"P159.2BL"	"P159.2BL_preserved"	56	"dry weight biomass"	"mg"
"IM18_854"	"P159.2BL_pure"	13	"DNA concentration"	"ng/µl"
"P159.2BS"	"P159.2BS_preserved"	50	"dry weight biomass"	"mg"
"IM18_853"	"P159.2BS_pure"	30	"DNA concentration"	"ng/µl"
"P16.1AS"	"P16.1AS_preserved"	20	"dry weight biomass"	"mg"
"IM18_406"	"P16.1AS_pure"	7	"DNA concentration"	"ng/µl"
"P16.1BS"	"P16.1BS_preserved"	33	"dry weight biomass"	"mg"
"IM18_407"	"P16.1BS_pure"	22	"DNA concentration"	"ng/µl"
"P16.2AL"	"P16.2AL_preserved"	44	"dry weight biomass"	"mg"
"IM18_409"	"P16.2AL_pure"	21	"DNA concentration"	"ng/µl"
"P16.2AS"	"P16.2AS_preserved"	58	"dry weight biomass"	"mg"
"IM18_408"	"P16.2AS_pure"	38	"DNA concentration"	"ng/µl"
"P16.2BL"	"P16.2BL_preserved"	60	"dry weight biomass"	"mg"
"IM18_653"	"P16.2BL_pure"	9	"DNA concentration"	"ng/µl"
"P16.2BS"	"P16.2BS_preserved"	54	"dry weight biomass"	"mg"
"IM18_652"	"P16.2BS_pure"	58	"DNA concentration"	"ng/µl"
"P160.1AL"	"P160.1AL_preserved"	19	"dry weight biomass"	"mg"
"IM18_181"	"P160.1AL_pure"	1	"DNA concentration"	"ng/µl"
"P160.1AS"	"P160.1AS_preserved"	156	"dry weight biomass"	"mg"
"IM18_180"	"P160.1AS_pure"	43	"DNA concentration"	"ng/µl"
"P160.1BL"	"P160.1BL_preserved"	16	"dry weight biomass"	"mg"
"IM18_411"	"P160.1BL_pure"	12	"DNA concentration"	"ng/µl"
"P160.1BS"	"P160.1BS_preserved"	70	"dry weight biomass"	"mg"
"IM18_410"	"P160.1BS_pure"	42	"DNA concentration"	"ng/µl"
"P160.2AL"	"P160.2AL_preserved"	77	"dry weight biomass"	"mg"
"IM18_413"	"P160.2AL_pure"	35	"DNA concentration"	"ng/µl"
"P160.2AS"	"P160.2AS_preserved"	348	"dry weight biomass"	"mg"
"IM18_412"	"P160.2AS_pure"	56	"DNA concentration"	"ng/µl"
"P160.2BL"	"P160.2BL_preserved"	87	"dry weight biomass"	"mg"
"IM18_183"	"P160.2BL_pure"	14	"DNA concentration"	"ng/µl"
"P160.2BS"	"P160.2BS_preserved"	244	"dry weight biomass"	"mg"
"IM18_182"	"P160.2BS_pure"	43	"DNA concentration"	"ng/µl"
"P161.1AL"	"P161.1AL_preserved"	7	"dry weight biomass"	"mg"
"P161.1AS"	"P161.1AS_preserved"	12	"dry weight biomass"	"mg"
"P161.2AL"	"P161.2AL_preserved"	50	"dry weight biomass"	"mg"
"IM18_930"	"P161.2AL_pure"	7	"DNA concentration"	"ng/µl"
"P161.2AS"	"P161.2AS_preserved"	27	"dry weight biomass"	"mg"
"IM18_929"	"P161.2AS_pure"	31	"DNA concentration"	"ng/µl"
"P161.2BS"	"P161.2BS_preserved"	113	"dry weight biomass"	"mg"
"IM18_931"	"P161.2BS_pure"	66	"DNA concentration"	"ng/µl"
"P162.1AL"	"P162.1AL_preserved"	129	"dry weight biomass"	"mg"
"P162.1AS"	"P162.1AS_preserved"	80	"dry weight biomass"	"mg"
"P162.2AL"	"P162.2AL_preserved"	68	"dry weight biomass"	"mg"
"IM18_743"	"P162.2AL_pure"	25	"DNA concentration"	"ng/µl"
"P162.2AS"	"P162.2AS_preserved"	133	"dry weight biomass"	"mg"
"IM18_742"	"P162.2AS_pure"	48	"DNA concentration"	"ng/µl"
"P162.2BL"	"P162.2BL_preserved"	14	"dry weight biomass"	"mg"
